0.5  0.0
0.6  0.0
0.7  0.0
0.8  0.0
0.9  0.0
1.0  0.0
1.1  0.0
1.2  0.0
1.3  0.0
1.4  0.0
1.5  0.0
1.6  0.0
1.7  0.0
1.79101  0.1797
1.89051  0.18968
1.99001  0.19967
2.08951  0.20965
2.18901  0.21963
2.28851  0.22962
2.38801  0.2396
2.48751  0.24958
2.58701  0.25957
2.68651  0.26955
2.78601  0.27953
2.88551  0.28952
2.98501  0.2995
3.03821  0.61587
3.13621  0.63574
3.23422  0.65561
3.33223  0.67548
3.43023  0.69534
3.52824  0.71521
3.62625  0.73508
3.72425  0.75494
3.82226  0.77481
3.92027  0.79468
4.01827  0.81454
4.11628  0.83441
4.21429  0.85428
4.20348  1.30029
4.29901  1.32984
4.39455  1.35939
4.49008  1.38894
4.58562  1.4185
4.68115  1.44805
4.77668  1.4776
4.87222  1.50715
4.96775  1.53671
5.06328  1.56626
5.15882  1.59581
5.25435  1.62536
5.34988  1.65491
5.25005  2.21968
5.34215  2.25863
5.43426  2.29757
5.52637  2.33651
5.61847  2.37545
5.71058  2.41439
5.80268  2.45334
5.89479  2.49228
5.9869  2.53122
6.079  2.57016
6.17111  2.6091
6.26321  2.64804
6.35532  2.68699
6.14308  3.35598
6.23084  3.40392
6.31859  3.45186
6.40635  3.49981
6.49411  3.54775
6.58187  3.59569
6.66963  3.64363
6.75739  3.69158
6.84514  3.73952
6.9329  3.78746
7.02066  3.8354
7.10842  3.88335
7.19618  3.93129
6.85029  4.68653
6.93282  4.743
7.01535  4.79946
7.09789  4.85593
7.18042  4.91239
7.26295  4.96885
7.34549  5.02532
7.42802  5.08178
7.51055  5.13825
7.59309  5.19471
7.67562  5.25118
7.75815  5.30764
7.84069  5.3641
7.34248  6.18449
7.41897  6.24891
7.49545  6.31333
7.57194  6.37776
7.64842  6.44218
7.72491  6.5066
7.80139  6.57102
7.87787  6.63544
7.95436  6.69986
8.03084  6.76429
8.10733  6.82871
8.18381  6.89313
8.2603  6.95755
7.5941  7.81918
7.66377  7.89092
7.73344  7.96265
7.80312  8.03439
7.87279  8.10612
7.94246  8.17786
8.01213  8.2496
8.0818  8.32133
8.15147  8.39307
8.22114  8.4648
8.29081  8.53654
8.36048  8.60827
8.43015  8.68001
7.58364  9.55659
7.6458  9.63492
7.70796  9.71325
7.77012  9.79159
7.83229  9.86992
7.89445  9.94825
7.95661  10.02658
8.01877  10.10492
8.08093  10.18325
8.14309  10.26158
8.20525  10.33992
8.26741  10.41825
8.32957  10.49658
7.29408  11.35986
7.34811  11.44401
7.40214  11.52815
7.45617  11.6123
7.5102  11.69645
7.56423  11.78059
7.61826  11.86474
7.67229  11.94889
7.72632  12.03304
7.78035  12.11718
7.83438  12.20133
7.88841  12.28548
7.94244  12.36962
6.71322  13.18987
6.75858  13.27899
6.80394  13.36811
6.8493  13.45723
6.89466  13.54635
6.94002  13.63547
6.98538  13.72459
7.03074  13.81371
7.0761  13.90283
7.12146  13.99196
7.16682  14.08108
7.21218  14.1702
7.25754  14.25932
5.83396  15.00583
5.8702  15.09903
5.90643  15.19224
5.94267  15.28544
5.9789  15.37864
6.01514  15.47185
6.05137  15.56505
6.08761  15.65826
6.12385  15.75146
6.16008  15.84466
6.19632  15.93787
6.23255  16.03107
6.26879  16.12428
